,Unnamed: 0,RequestNumber-App,FinalDefectType,FinalDefectCount,FinalAmbiguityClassType,FinalAmbiguitySubType,Annotation,TextUsedForAnnotation
76,6,4230-Signal,Incompleteness,"{'Ambiguity': 0, 'Incompleteness': 1}",O,O,"[{""category"":""Incompleteness"",""comment"":""The feature request nominalizes the acts of splitting and sending the message, leaving out information about how these processes should be managed and performed, resulting in more information being required to implement the request."",""question"":""How should messages be split? At the character, word, or sentence level?; Should multiple messages be sent automatically, or the user be prompted to allow it?; Should this be automatic behavior, or enabled and disabled in a global or message settings menu?; Should a buffer space and label be used to indicate original message order in the event they arrive out of sync, or should a mechanism with data overhead be used to re-assemble oversized messages upon receipt?"",""interpretation"":""How should messages be split? At the character, word, or sentence level?; Should multiple messages be sent automatically, or the user be prompted to allow it?; Should this be automatic behavior, or enabled and disabled in a global or message settings menu?; Should a buffer space and label be used to indicate original message order in the event they arrive out of sync, or should a mechanism with data overhead be used to re-assemble oversized messages upon receipt?"",""affectsDownstream"":""Yes"",""affectDescription"":""Default vs enabled behavior, the mechanism used for splitting messages"",""text"":""N/A"",""start"":0,""end"":0}]",Request Number - 4230 | Request Title - Auto-split oversized texts | Request Description - Feature Request: Auto-split oversized texts over multiple messages. At the moment they will be truncated. (Telegram messenger auto-splits oversized texts into multiple messages.)
77,7,757-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 1, 'Incompleteness': 1}",{'Semantic': 1},{'Semantic-Scope': 1},"[{""category"":""Ambiguity"",""label"":""Semantic"",""subclass"":""Scope"",""comment"":""The interaction between the term \""settings\"" and the plural \""groups\"" can be interpreted as having the collective scope of \""all groups\"" or the distributive scope of \""each group\"", which creates multiple possible interpretations."",""question"":""When you wrote \""notification settings for all goups\"", did you mean notification settings for all groups together, notification settings for each group individually, or something else?"",""interpretation"":""notification settings for all groups together; notification settings for each group individually"",""affectsDownstream"":""Yes"",""affectDescription"":""Whether the setting is global or appended to each group chat's settings"",""text"":""notification settings for goups"",""start"":158,""end"":189},{""category"":""Incompleteness"",""comment"":""The feature request is missing information about the scope of implementation that a developer would require to proceed with enacting the request."",""question"":""Where in the UI should these setting be accessed?; Which notification settings should be duplicated here?; Should these settings apply to all groups globally or be customizable for each group individually?; Should the same customizability be provided for individual single-recipient chats or should they remain global?"",""interpretation"":""Where should these setting be accessed?; Which notification settings should be duplicated here?; Should these settings apply to all groups globally or be customizable for each group individually?; Should the same customizability be provided for individual single-recipient chats or should they remain global?"",""affectsDownstream"":""Yes"",""affectDescription"":""Scope of implementation"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 757 | Request Title - different notification settings for group chats | Request Description - It would be very nice to be able to change the notification settings for goups independently from other (personal) chats, as group chats might have a lower priority for the user."
78,8,1211-Signal,Ambiguity,"{'Ambiguity': 1, 'Incompleteness': 0}",{'Lexical': 1},{'Lexical-Polysemy': 1},"[{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The selected word can have multiple meanings which creates an alternative interpretation of the text."",""question"":""When you wrote \""When being in a chat\"", did you mean \""when being a member of a chat thread\"", \""when actively viewing a chat thread\"", or something else?"",""interpretation"":""a member of; actively viewing"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""in"",""start"":119,""end"":121}]",Request Number - 1211 | Request Title - Chat scrolls when new messages are received | Request Description - When being in a chat and messages are received the chat scrolls with them to the most recent message. So when you have received something over 100 messages (like when you are in an active group chat) you have to scroll quite some time up until you reach the part you read last. It would be far more convenient if the chat stayed where you left it/where the new received messages start and you could then just continue reading.
79,9,58-Mastodon,Ambiguity,"{'Ambiguity': 1, 'Incompleteness': 0}",{'Lexical': 1},{'Lexical-Polysemy': 1},"[{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The selected word can be a technical term associated with the app but also has multiple literal meanings that fit in the context, which creates multiple alternative interpretations of the text."",""question"":""When you wrote \""boost\"", did you mean support, promote, the technical term on mastodon for re-blogging, or something else?"",""interpretation"":""support; promote; technical term on mastodon for re-blogging"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""boost"",""start"":252,""end"":257}]","Request Number - 58 | Request Title - Feature: Open toot with another profile | Request Description - (As I just learned) it's possible to be logged in to multiple profiles in the Mastodon app. When coming across an interesting toot, one might want to boost it not only with the current profile but also with one of the other profiles. Therefore, it would be useful if the three-dot menu of each toot contained an option to open it with another profile. For reference, this is what the feature looks like in Tusky: screen-20220420-144854.mp4"
80,10,170-Mastodon,Ambiguity/Incompleteness,"{'Ambiguity': 2, 'Incompleteness': 1}",{'Syntactic': 2},"{'Syntactic-Attachment': 1, 'Syntactic-Elliptical': 1}","[{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Attachment"",""comment"":""The highlighted prepositional phrase can attach to multiple targets in the sentence, which creates multiple possible interpretations."",""question"":""When you wrote \""hide reblogs from people you follow\"", did you mean your reblogs are hidden from people you follow, reblogs from people you follow are hidden from you, or something else?"",""interpretation"":""your reblogs are hidden from people you follow; reblogs from people you follow are hidden from you"",""affectsDownstream"":""Yes"",""affectDescription"":""The data being filtered and the targets of the filter"",""text"":""from people you follow"",""start"":62,""end"":84},{""category"":""Ambiguity"",""label"":""Syntactic"",""subclass"":""Elliptical"",""comment"":""Words have been omitted for brevity however assumptions about what those words may be can create multiple possible interpretations of the author's intent."",""question"":""When you wrote \""In the dropdown on profiles\"", did you mean the option should be added in the dropdown on individual profiles of people you follow, the option should be added in a view titled 'profiles', the option should be added to the dropdown in the 'profiles' section of the settings menu, there is an issue with the existing option located in the dropdown on profiles, or something else?"",""interpretation"":""the option should be added in the dropdown on individual profiles; the option should be added in a view titled 'profiles'; the option should be added to the dropdown in the 'profiles' section of settings; there is an issue with the existing option located in the dropdown on profiles"",""affectsDownstream"":""Yes"",""affectDescription"":""Where in the GUI to implement the request"",""text"":""In the dropdown on profiles."",""start"":109,""end"":137},{""category"":""Incompleteness"",""comment"":""The request is missing information about implementation that is required to match the user's expectations. It is unclear if the feature is purely cosmetic, or which aspects of the application it applies to."",""question"":""Where in should this option be enabled?; Should this apply globally to all followed users or be toggled for each individual account?; What does a hidden reblog look like in the user experience? Is it obscured, anonymized, or treated as though it doesn't exist?; Is this feature purely implemented in a timeline display, or is obfuscation required in the backend?"",""interpretation"":""Where in should this option be enabled?; Should this apply globally to all followed users or be toggled for each individual account?; What does a hidden reblog look like in the user experience? Is it obscured, anonymized, or treated as though it doesn't exist?; Is this feature purely implemented in a timeline display, or is obfuscation required in the backend?"",""affectsDownstream"":""Yes"",""affectDescription"":""GUI design, data privacy"",""text"":""N/A"",""start"":0,""end"":0}]",Request Number - 170 | Request Title - Option to hide reblogs from people you follow | Request Description - In the dropdown on profiles.
81,11,780-Signal,Incompleteness,"{'Ambiguity': 0, 'Incompleteness': 1}",O,O,"[{""category"":""Incompleteness"",""comment"":""The feature request is missing elements of information about the execution of the described feature that a development would need to know to properly implement the request."",""question"":""Should this feature occur automatically during message import, or require a user action to activate?; Should this only be applied to new messages being imported, or retroactively applied to existing messages already in TextSecure?"",""interpretation"":""Should this feature occur automatically during message import, or require a user action to activate?; Should this only be applied to new messages being imported, or retroactively applied to existing messages already in TextSecure?"",""affectsDownstream"":""Yes"",""affectDescription"":""Automatic or user-prompted execution"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 780 | Request Title - Deduplicate messages | Request Description - Currently TextSecure (2.0.1) can only import messages from the default Android SMS application once. Afterwards doing the same again results in duplicate messages. It would be nice to be able to deduplicate them. I assume that going through the list of messages and comparing from, to, time and text would be sufficient. Then just delete everything except the first occurance. Please excuse me, if this is a duplicate of another issue. It was hard to find good search terms, since ""duplicate"" occurs extremely often as ""duplicate of issue #...""."
82,12,2798-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,Request Number - 2798 | Request Title - [Feature request] Add ability to delete image in image view | Request Description - Currently the only way to delete an image is by long-tapping the image and selecting the delete icon. If you short-tap the image it is displayed in full screen mode. There is already a save icon in that view. My suggestion is to also add a delete icon in that view.
83,13,520-Signal,Ambiguity,"{'Ambiguity': 2, 'Incompleteness': 0}",{'Lexical': 2},{'Lexical-Polysemy': 2},"[{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The highlighted term can sometimes be used as a technical term, but one or more of its original meanings also works in the given context, which creates multiple possible interpretations."",""question"":""When you wrote \""native\"", did you mean an app designed exclusively for the device's operating system and typically downloaded via the application store, the default application included on the device out-of-the-box, another messaging app named \""native\"", or something else?"",""interpretation"":""an app designed exclusively for the device's operating system and typically downloaded via the application store; the default application included on the device out-of-the-box, another messaging app named \""native\"""",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""native)"",""start"":527,""end"":534},{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The highlighted term can sometimes be used as a technical term, but one or more of its original meanings also works in the given context, which creates multiple possible interpretations."",""question"":""When you wrote \""native\"", did you mean an app designed exclusively for the device's operating system and typically downloaded via the application store, the default application included on the device out-of-the-box, another messaging app named \""native\"", or something else?"",""interpretation"":""an app designed exclusively for the device's operating system and typically downloaded via the application store; the default application included on the device out-of-the-box, another messaging app named \""native\"""",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""Native,"",""start"":948,""end"":955}]","Request Number - 520 | Request Title - Feature: Direct Photo/Video/Audio attachments while staying in app (API calls to camera, sound recorder, video camera) instead of multistep separate apps | Request Description - I love the app... I want to replace it full time from Textra, BUT there is a big draw back, why don't you allow for direct photos, video and sounds to be taken. So you don't have to use two apps to get the file to send. Example: My wife takes a photo of something she wants my opinion on buying, (in textra or native) presses add, camera comes up, takes photo and sends Example: Same situation, but with Text Secure you have to take the photo first and save image, then goto app and add via the menu of ""where"" the documents are to attach and send So, as you can imagine carrying on a conversation and needing to send several photos during that conversation it would be a bit frustrating and very time consuming using Text Secure. Native, Textra and about all others I have used use API's and directly use the photo/audio to send."
84,14,5934-Signal,Incompleteness,"{'Ambiguity': 0, 'Incompleteness': 1}",O,O,"[{""category"":""Incompleteness"",""comment"":""The feature request does not provide information on the manner in which the feature should be activated/deactivated and lacks a reference index for several of the mentioned GUI elements, which a developer may need to know to match the author's expectations."",""question"":""Should this be a default setting, an optional setting, or accessed via an interface button?; Which status and navigation bars should be hidden? Device, application, all?"",""interpretation"":""Should this be a default setting, an optional setting, or accessed via an interface button?; Which status and navigation bars should be hidden? Device, application, all?"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 5934 | Request Title - Enable image viewing in immersive mode | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Feature description. It would be nice to be able to view images in immersive mode, i.e. with the the app bar, the status bar and the navigation bar being hidden. Documentation on immersive mode: https://developer.android.com/training/system-ui/immersive.html"
85,15,5751-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 5751 | Request Title - Should a swiped-away notification reappear when new messages arrive? | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. A swiped away notification of a received SMS is displayed back after some time. Steps to reproduce.  Receive an SMS Without opening Signal, swipe away the new notification from the Android notification drawer Actual result: After some time the same notification is displayed back. I cannot tell exactly when. Maybe it is event related. Expected result: The notification should not be displayed, once it is swiped away. If another message is received from the same contact/number, a new notification should display the new message (or possibly the swiped away message and the new message). Device info. Device: LGE Nexus 5X (bullhead) Android: 7.0 (3141966, NRD90R) Memory: 15M (1.73% free, 192M max) Memclass: 192 OS Host: vped5.mtv.corp.google.com App: Signal 3.19.1 Link to debug log. https://gist.github.com/nagromc/c2a3a151ba09ed2f38265d3a723b8a52#file-issue-5751-comment-181395245-txt"
86,16,5963-Signal,Incompleteness,"{'Ambiguity': 0, 'Incompleteness': 1}",O,O,"[{""category"":""Incompleteness"",""comment"":""The feature request nominalizes the action of blocking and therefore fails to provide details about the steps that should be taking during the blocking process. It also does not provide a reference index for the mentioned contact list, and suggests a use case that would also require additional features to properly implement, resulting in missing information needed by a developer to enact the request."",""question"":""Which contact list(s) should be checked (app, device, other apps)?; Where should this option be toggled on and off in the user interface?; Should the ability to activate/deactivate this option have a parental lock?; What should the effect of blocking a message look like to the sender? To the potential recipient?"",""interpretation"":""Which contact list(s) should be checked (app, device, other apps)?; Where should this option be toggled on and off in the user interface?; Should the ability to activate/deactivate this option have a parental lock?; What should the effect of blocking a message look like to the sender? To the potential recipient?"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage, feature accessibility"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 5963 | Request Title - Block numbers outside my contact list | Request Description - Add an option to allow completely blocking messages from contacts not in my contact list. This is very useful for children, to disable the possibility of them being approached by strangers."
87,17,5904-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 5904 | Request Title - archived/blocked flags are not part of xml backup | Request Description - After importing messages from .xml backup, previously archived messages are all placed in main folder. Also 'blocked' flag is gone. I'm talking about only those messages that were part of the backup (probably already received messages and their flags are intact). I was expecting that 'archive' and 'blocked' flags are part of .xml backup. This is part of my backup (entries from one thread). For sure I've moved all messages from this number to archive and blocked the conversation. <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""2"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />  <sms protocol=""0"" address=""<cut>"" date=""<cut>"" type=""1"" subject=""null"" body=""<cut>"" toa=""null"" sc_toa=""null"" service_center=""null"" read=""1"" status=""-1"" locked=""0"" />"
88,18,1064-Signal,O,"{'Ambiguity': 0, 'Incompleteness': 0}",O,O,O,"Request Number - 1064 | Request Title - Group Leaving vs Thread Deletion | Request Description - Deleting a group thread looks like leaving a group. But deleting the thread does not remove me from a group, but until someone writes to that group or updates it, i am not able to write to that group, as i have no open thread i could select. I propose: thread deletion for groups should just clear all messages without removing the group from the thread list"
89,19,895-Signal,Incompleteness,"{'Ambiguity': 0, 'Incompleteness': 1}",O,O,"[{""category"":""Incompleteness"",""comment"":""The feature request does not specify which settings the feature should be added to, which leaves incomplete information about the implementation and granularity of the feature."",""question"":""In which settings should this be implemented? Global settings, each message thread's settings, or somewhere else?"",""interpretation"":""In which settings should this be implemented? Global settings or per-message?"",""affectsDownstream"":""Yes"",""affectDescription"":""Where in the UI to implement"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 895 | Request Title - Feature request: Add an option for 'Delayed Sending' | Request Description - I would like a 'Delayed Sending' option to be added to the settings. This is very useful in case you left an embarrassing typo, forgot something important or if you just change your mind and don't want to send the message. Both Chomp SMS and Handcent SMS have this excellent feature. Delay options from 1 to 5 seconds should be enough. Thanks!"
90,20,4049-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 1, 'Incompleteness': 1}",{'Lexical': 1},{'Lexical-Polysemy': 1},"[{""category"":""Incompleteness"",""comment"":""The feature request does not specify the method by which the requested information should be displayed, which a developer may wish to know in order to meet the author's expectations."",""question"":""Where should this information be displayed?; How should this information appear? (Text, icon, etc.?); What increments should be measured for delivery status? (e.g. unsent, sent to server, sent to target device, read, etc.)"",""interpretation"":""Where should this information be displayed?; How should this information appear? (Text, icon, etc.?); What increments should be measured for delivery status? (e.g. unsent, sent to server, sent to target device, read, etc.)"",""affectsDownstream"":""Yes"",""affectDescription"":""GUI design"",""text"":""N/A"",""start"":0,""end"":0}, {""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""\""Conversation summary\"" can have multiple interpretations in a messaging app. It is not clear what the requester is referring to."",""question"":""What do you mean by \""conversation summary\""?"",""interpretation"":""Notification list for messages; text summary in the app?"",""affectsDownstream"":""Yes"",""affectDescription"":""reproduction"",""text"":""conversation summary"",""start"":113,""end"":133}]",Request Number - 4049 | Request Title - delivery indicator in conversation list item | Request Description - the conversation summary should show the most recent message's delivery status if it's outgoing
91,21,253-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 1, 'Incompleteness': 1}",{'Pragmatic': 1},{'Pragmatic-Language Error': 1},"[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Language Error"",""comment"":""A typo in the original text forces the reader to correct the text to understand it, however multiple corrected variations fit in the context, which creates multiple possible interpretations of the author's intent."",""question"":""When you wrote \""show you to set a time\"", did you mean allows you to set a time, shows you a set time, shows you how to set a time, or something else?"",""interpretation"":""allows you to set a time; shows you a set time; shows you how to set a time"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage, design size"",""text"":""show you to set a time"",""start"":127,""end"":149},{""category"":""Incompleteness"",""comment"":""The feature request does not provide details on the activation or scope of the feature, resulting in missing information that a developer may want in order to meet the author's expectations."",""question"":""What are the expected abilities of this feature?; How should this feature be accessed in the user interface?; Should this feature's time settings be: global, by conversation, by message?"",""interpretation"":""What are the expected abilities of this feature?; How should this feature be accessed in the user interface?; Should this feature's time settings be: global, by conversation, by message?"",""affectsDownstream"":""Yes"",""affectDescription"":""Design size"",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 253 | Request Title -  Feature: send schedule | Request Description - The default SMS app on Samsung at least show you to set a time the SMS is to be sent. I use this feature a lot, so need to revert back to the default app to send these messages. Would be great to have this feature added. Thanks."
92,22,3446-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 5, 'Incompleteness': 1}","{'Lexical': 2, 'Pragmatic': 3}","{'Lexical-Polysemy': 2, 'Pragmatic-Deictic': 3}","[{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The selected word has multiple possible meanings, creating multiple possible interpretations of this sentence. The issue is compounded by the word choice being unusual for the semantically expected meaning."",""question"":""When you wrote \""unconventional\"", did you mean unusual, unsanctioned, non-traditional, or something else?"",""interpretation"":""unusual; unsanctioned; non-traditional"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""unconventional"",""start"":191,""end"":205},{""category"":""Ambiguity"",""label"":""Lexical"",""subclass"":""Polysemy"",""comment"":""The selected word can have multiple possible meanings, resulting in multiple possible interpretations of the sentence."",""question"":""When you wrote \""private conversations\"", does \""private\"" mean secure, exclusive, or something else?"",""interpretation"":""secure; exclusive"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""private"",""start"":325,""end"":332},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The indexical \""you\"" can potentially point to several contextually viable unnamed entities or refer to a generic you (as the singular impersonal pronoun), which creates multiple possible interpretations of the sentence."",""question"":""When you wrote \""Ideally you'd experiment\"", does \""you\"" refer to the application developers, the application, the user, or something else?"",""interpretation"":""the application developers; the application; the user"",""affectsDownstream"":""Yes"",""affectDescription"":""The potential presence of an additional sub-task"",""text"":""you'd"",""start"":688,""end"":693},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The indexical \""you\"" can potentially point to several contextually viable unnamed entities, which creates multiple possible interpretations of the sentence."",""question"":""When you wrote \""you should ask them\"", does \""you\"" refer to the application, the application developers, or someone else?"",""interpretation"":""the application interface; the application developers"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""you"",""start"":818,""end"":821},{""category"":""Incompleteness"",""comment"":""The feature request nominalizes the process of determining the effectiveness of advertisements and the usage of links, and does not specify behavior for when advertisement conditions aren't met, resulting in missing information a developer may want in order to implement the feature to the author's expectations."",""question"":""How/when should this prompt be given to users to enable this feature? (Once upon changing default SMS application, each time opening the app, etc.); What should the \""shortlink\"" point to? The app store page? The product website? Something else?; Should there be other behaviors when there aren't enough characters for the full advertisement?; Should Signal be tracking user analytics to determine effectiveness of these advertisements?"",""interpretation"":""How/when should this prompt be given to users to enable this feature? (Once upon changing default SMS application, each time opening the app, etc.); What should the \""shortlink\"" point to? The app store page? The product website? Something else?; Should there be other behaviors when there aren't enough characters for the full advertisement?; Should Signal be tracking user analytics to determine effectiveness of these advertisements?"",""affectsDownstream"":""Yes"",""affectDescription"":""Design size, API usage, privacy policy"",""text"":""N/A"",""start"":0,""end"":0}, {""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""\""These users\"" refers to a reference that has not been defined before. "",""question"":""What do you mean by \""these users\""? Who are you referring to?"",""interpretation"":""The sender; The receiver's; "",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""these users"",""start"":230,""end"":241}]","Request Number - 3446 | Request Title - Let me aggressively invite non-textsecure friends | Request Description - I just set Textsecure as my default SMS app on Android. Every time I send an unconventional SMS, I'd like to invite these users to install Textsecure/Signal, because I want more of my friends to be able to have private conversations with me. I also want Textsecure to spread organically because I think that'd be good for the world! I'd like a preference that would append short invite text and an invite link to every message provided there are enough characters, for example: ""Let's speak privately! SHORTLINK"" or ""Get privacy: SHORTLINK"" or ""Get this! SHORTLINK"" Ideally you'd experiment and figure out whatever text worked the best. For any user that sets their default SMS app as textsecure/signal, you should ask them if they'd like to turn this on."
93,23,1407-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 1, 'Incompleteness': 1}",{'Semantic': 1},{'Semantic-Referential': 1},"[{""category"":""Ambiguity"",""label"":""Semantic"",""subclass"":""Referential"",""comment"":""The pronoun \""it\"" can point to multiple possible targets in the sentence, creating multiple interpretations."",""question"":""When you wrote \""it tells me\"", does \""it\"" refer to TextSecure, the Android OS, or something else?"",""interpretation"":""TextSecure; the Android OS"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""it"",""start"":257,""end"":259}, {""category"":""Incompleteness"",""comment"":""Design, implementation, and testing."",""question"":""Can you explain step by step what you are trying to achieve?; Are you sharing a contact from your contact list or are you trying to access your contacts on Signal?"",""interpretation"":""Steps to reproduce are missing and the exact feature that need to be implemented. "",""affectsDownstream"":"""",""affectDescription"":"""",""text"":""N/A"",""start"":0,""end"":0}]","Request Number - 1407 | Request Title - textsecure not an option when ""sharing"" an address book contact | Request Description - TextSecure is not an option when attempting to share a contact from the address book, in Android 4.4.2 when i select ""messaging"" it tells me ""messaging"" is not the default sms app. This would be a nice feature to have added to the app."
94,24,1283-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 1, 'Incompleteness': 1}",{'Pragmatic': 1},{'Pragmatic-Deictic': 1},"[{""category"":""Incompleteness"",""comment"":""The feature request does not specify what constitutes theme support, resulting in missing information about the scope of the feature and how it should be accessed and implemented."",""question"":""How should themes be implemented? Should they be provided by an in-application store? Built-in? Imported from third-party sources?; What elements should be able to be altered by themes?"",""interpretation"":""How should themes be implemented? Should they be provided by an in-application store? Built-in? Imported from third-party sources?; What elements should be able to be altered by themes?"",""affectsDownstream"":""Yes"",""affectDescription"":""Design size"",""text"":""N/A"",""start"":0,""end"":0}, {""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""That platform is referring to a term that hasn't appeared in the text yet. "",""question"":""What platform are you referring to?"",""interpretation"":""TextSecure Platform; Android platform"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""that platform"",""start"":189,""end"":202}]","Request Number - 1283 | Request Title -Theme Support | Request Description - I\'m trying to convince a friend to use TextSecure but the themes from stuff like Go SMS PRO is keeping them on that platform unfortunately :( Maybe not a top priority feature, but it might help with adoption.
                    "
95,25,7310-Signal,Ambiguity/Incompleteness,"{'Ambiguity': 3, 'Incompleteness': 1}",{'Pragmatic': 3},"{'Pragmatic-Deictic': 1, 'Pragmatic-Referential': 2}","[{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Deictic"",""comment"":""The author references a location that cannot be determined by the reader without knowing where the author is looking at the time of writing, which creates multiple possible interpretations by a reading trying to guess the answer."",""question"":""When you wrote \""Read more about this here\"", can you briefly describe what 'here' is referring to and the content at that location?"",""interpretation"":""an unknown location referred to by the author"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""here"",""start"":1232,""end"":1236},{""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""The demonstrative \""this\"" can point to multiple concepts earlier in the text, creating multiple possible interpretations."",""question"":""When you wrote \""Read more about this\"", does \""this\"" refer to custom url schemes, share buttons, websites, missing features, competing with other social media, sending a message to signal private messenger, or something else?"",""interpretation"":""custom url schemes; share buttons; websites; missing features; competing with other social media; sending a message to signal private messenger"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this"",""start"":1227,""end"":1231},{""category"":""Incompleteness"",""comment"":""The feature request does not specify the expected behavior after sending information to the application, nominalizing the process of using a \""share button\"". A developer may want to know the author's expectations for each step of the process in order to meet their expectations."",""question"":""What types of actions should be a signal url scheme be capable of initiating?; What should the user interface look for each of these actions?; Should there be security or confirmation dialogues for these actions?"",""interpretation"":""What types of actions should be a signal url scheme be capable of initiating?; What should the user interface look for each of these actions?; Should there be security or confirmation dialogues for these actions?"",""affectsDownstream"":""Yes"",""affectDescription"":""API usage, design size"",""text"":""N/A"",""start"":0,""end"":0}, {""category"":""Ambiguity"",""label"":""Pragmatic"",""subclass"":""Referential"",""comment"":""\""This\"" refers to two different entities from previous sentences. "",""question"":""What do you mean by \""The manner to do this\""? To put Signal share button on articles or to point to the Signal app from webpages?"",""interpretation"":""To put Signal share button on articles; to point to the Signal app from webpages;"",""affectsDownstream"":""No"",""affectDescription"":"""",""text"":""this"",""start"":485,""end"":489}]","Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here"
